BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/26/2017,GL,EMS0065250, ,12/1/2016,12/31/2016,DC TELECOM TOLLS (TRANSFER),1439.69,2016, 
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/26/2017,GL,EMS0065250, ,12/1/2016,12/31/2016,DISTR OFF TELECOM EQ (TRANSF),37.16,2016, 
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/26/2017,GL,EMS0065250, ,12/1/2016,12/31/2016,DISTR OFF TELECOM TOLL (TRNSF),13.09,2016, 
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1/17/2017,AP,E0479166,DAVID L ANDRUKITIS INC,12/23/2016,12/23/2016,PRINTING & REPRODUCTION,48.5,2016,DAVID L ANDRUKITIS INC
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2/9/2017,AP,E0486004,XEROX CORPORATION,9/30/2016,12/20/2016,PRINTING & REPRODUCTION,394.61,2016,XEROX CORPORATION
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/6/2017,AP,E0474848,SOUTHWEST DISTRIBUTION INC,1/1/2017,12/31/2017,PUBLICATIONS/REFERENCE MAT'L,1370.2,2017,SOUTHWEST DISTRIBUTION INC
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/12/2017,AP,E0477684,XEROX CORPORATION,12/8/2016,12/8/2016,OFFICE SUPPLIES (OUTSIDE),400,2016,XEROX CORPORATION
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,897454,BOISE CASCADE COMPANY,12/22/2016,12/22/2016,FOOD & BEVERAGE,140.47,2016,BOISE CASCADE COMPANY
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,897454,BOISE CASCADE COMPANY,12/22/2016,12/22/2016,OFFICE SUPPLIES (OUTSIDE),831.67,2016,BOISE CASCADE COMPANY
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,124.61,2016,DEER PARK
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,12/22/2016,12/22/2016,OFFICE SUPPLIES (OUTSIDE),9.44,2016,BOISE CASCADE COMPANY
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/6/2017,AP,E0492095,XEROX CORPORATION,12/8/2016,12/8/2016,OFFICE SUPPLIES (OUTSIDE),400,2016,XEROX CORPORATION
